id,sentence,flesch_reading_ease,polysyllable_count,coleman_liau_index,freqlemfilms2_mean,freqlemfilms2_median,freqlemfilms2_max,freqlemfilms2_min,freqlemfilms2_25%,freqlemfilms2_75%,freqlemlivres_mean,freqlemlivres_median,freqlemlivres_max,freqlemlivres_min,freqlemlivres_25%,freqlemlivres_75%,freqfilms2_mean,freqfilms2_median,freqfilms2_max,freqfilms2_min,freqfilms2_25%,freqfilms2_75%,nblettres_mean,nblettres_median,nblettres_max,nblettres_min,nblettres_25%,nblettres_75%,nbsyll_mean,nbsyll_median,nbsyll_max,nbsyll_min,nbsyll_25%,nbsyll_75%
63,"Une preuve en est que deux millions d'emplois en Europe, nécessitant des compétences scientifiques et technologiques, ne sont pas pourvus ; rien que dans le secteur informatique, il manque cent mille programmeurs.",57.78,6,16.26,6234.745666666667,1691.96,32236.5,0.64,30.6375,7444.8150000000005,5472.867333333333,1540.41,20879.73,0.0,23.7,9389.762499999999,4422.733333333333,1229.02,19417.69,0.18,29.189999999999998,5964.2025,5.433333333333334,4.0,14.0,1.0,3.0,7.0,1.6,1.0,4.0,1.0,1.0,2.0
64,"Sous un soleil incandescent, un jeune couple yiddish se marie sous une houppa.",83.41,1,10.37,3018.3016666666667,306.25,12087.62,0.6,104.91,4087.29,3865.0508333333332,800.945,13550.68,0.74,64.8,7337.82,2995.6200000000003,275.195,12087.62,0.15,36.347500000000004,4087.29,4.833333333333333,4.5,12.0,2.0,2.75,6.0,1.5,1.0,4.0,1.0,1.0,2.0
65,Les français sont attachés à leur pause dominicale.,66.4,2,11.56,6693.634999999999,165.095,32236.5,0.31,39.355000000000004,9587.884999999998,6221.129999999999,363.175,19209.05,2.97,56.230000000000004,14768.092499999999,2837.0550000000003,153.65499999999997,12190.4,0.19,20.9325,3266.8675,5.375,4.5,10.0,1.0,3.75,8.0,1.75,1.0,4.0,1.0,1.0,2.25
66,Les canards eurent là une belle occasion de pondre des oeufs de toute couleur.,97.11,1,8.63,6616.285714285715,2522.6400000000003,25220.86,5.41,66.98,8517.2475,8887.96357142857,2130.505,38928.92,6.82,128.98499999999999,10365.69,5435.464999999999,362.935,25220.86,1.42,33.2575,7444.8150000000005,4.571428571428571,5.0,8.0,2.0,3.0,6.0,1.2857142857142858,1.0,3.0,1.0,1.0,1.0
67,"Non, j'ai terminé mes études en juin dernier.",95.84,1,5.76,1440.935,286.73,5689.68,13.4,59.2875,1836.7175,1438.97875,251.555,8732.57,2.91,60.1,1051.285,1394.96375,108.52,5689.68,13.4,56.45,1836.7175,4.125,3.5,7.0,1.0,2.75,6.25,1.5,1.0,3.0,1.0,1.0,2.0
68,Nous entamions un nouveau programme de notre cursus.,81.12,1,12.25,6197.594285714287,1022.94,25220.86,0.54,139.54,8429.87,8192.444285714286,680.68,38928.92,0.07,159.46,8709.26,6179.245714285716,1022.94,25220.86,0.54,75.32,8429.87,5.0,5.0,9.0,2.0,3.0,6.5,1.4285714285714286,1.0,2.0,1.0,1.0,2.0
69,"Elle assurait ainsi à la fois leur repos et leur richesse ; pourtant ils évitaient de jamais pénétrer plus loin que sa lisière, où les troncs espacés leur permettaient d'apercevoir encore derrière eux leurs champs et leurs maisons, et ses profondeurs mystérieuses leur étaient une source de terreur.",41.54,7,14.12,4093.9027659574467,283.82,32236.5,0.41,72.345,4081.6749999999997,5546.135531914894,504.26,38928.92,2.5,108.47999999999999,4373.48,3359.8540425531905,277.53,25220.86,0.06,27.29,3202.9750000000004,5.042553191489362,4.0,12.0,1.0,3.0,7.0,1.5319148936170213,1.0,3.0,1.0,1.0,2.0
70,N'importe quoi.,94.57,0,4.2,466.34999999999997,466.34999999999997,923.03,9.67,238.01,694.6899999999999,195.575,195.575,380.07,11.08,103.3275,287.8225,456.895,456.895,904.12,9.67,233.2825,680.5074999999999,2.5,2.5,4.0,1.0,1.75,3.25,1.0,1.0,1.0,1.0,1.0,1.0
71,"Le numéro un mondial a facilement remporté la finale, en seulement trois manches et à peine deux heures de jeu.",76.3,3,8.82,5914.049,545.295,25220.86,9.27,136.8225,12370.07,8018.629000000001,792.1949999999999,38928.92,10.61,67.39999999999999,14740.747500000001,5278.428,337.595,25220.86,2.11,124.30499999999999,12113.315,4.5,4.5,10.0,1.0,2.0,6.25,1.55,1.0,4.0,1.0,1.0,2.0
72,Les femmes scientifiques peinent à être reconnues socialement.,59.04,3,19.5,3775.1037499999998,595.025,12190.4,1.04,14.715,8235.775,5202.245,612.465,19209.05,0.95,10.907499999999999,8541.939999999999,2735.505,123.1,12190.4,0.39,0.915,2723.9125,6.75,6.5,13.0,1.0,3.75,9.5,1.875,1.0,4.0,1.0,1.0,3.0
73,Elle a passé la nuit à réviser le rapport annuel.,86.45,1,3.86,6610.549000000001,3008.0099999999998,18559.22,5.78,251.695,13287.17,8298.852,4078.38,23633.92,3.72,282.7725,16933.415,5263.946999999999,2539.045,14946.48,3.28,161.08499999999998,10730.5275,3.9,4.0,7.0,1.0,2.0,5.75,1.5,1.0,3.0,1.0,1.0,2.0
74,"La manière dont on traite les bisons est celle dont on traite les Indiens, dit Rosalie.",95.08,1,7.83,5908.4546666666665,223.41,32236.5,2.65,104.04,8653.39,5672.104,960.34,23633.92,3.38,113.85000000000001,9750.34,4787.6073333333325,219.21,19417.69,1.16,39.754999999999995,8653.39,4.2,4.0,7.0,2.0,3.0,6.0,1.2,1.0,2.0,1.0,1.0,1.0
75,"Je vois bien que tu es triste, tu ne dis rien, tu ne souris pas.",110.82,0,0.28,12389.956,14661.76,32236.5,21.94,4110.165,20237.99,5651.646000000002,2537.03,15085.47,22.57,2468.45,9828.955,8564.655333333334,4213.78,25983.2,21.94,1437.425,14661.76,3.1333333333333333,3.0,6.0,2.0,2.0,4.0,1.0666666666666667,1.0,2.0,1.0,1.0,1.0
76,Quelle situation étrange,78.84,1,16.95,235.71666666666667,108.99,512.55,85.61,97.3,310.77,150.94333333333333,104.86,244.39,103.58,104.22,174.625,228.30999999999997,101.39,512.55,70.99,86.19,306.96999999999997,7.333333333333333,7.0,9.0,6.0,6.5,8.0,2.0,2.0,3.0,1.0,1.5,2.5
77,"Nommée en juillet 2020, l'ex-députée de la Somme joue gros avec l'examen du projet de loi Climat et résilience en commission spéciale à l'Assemblée nationale, à partir du lundi 8 mars.",57.78,5,10.8,4288.906333333333,80.995,25220.86,0.02,34.769999999999996,5365.935,6584.838999999999,88.65,38928.92,0.0,26.15,8269.967499999999,4255.732666666666,78.26,25220.86,0.02,22.1925,5365.935,4.166666666666667,4.0,10.0,1.0,2.0,6.0,1.5333333333333334,1.0,3.0,1.0,1.0,2.0
78,"Ils ne trouvent pas qui c'est, alors ils nous font tous payer, c'est dégueulasse !",111.83,1,8.23,5160.229285714287,3011.91,22287.83,8.21,646.3824999999999,5330.42,3623.6249999999995,2809.53,13841.89,4.73,355.775,4963.702499999999,3635.7450000000013,1344.02,18188.15,8.21,53.805,4347.8575,4.071428571428571,3.5,11.0,1.0,3.0,4.75,1.2857142857142858,1.0,3.0,1.0,1.0,1.0
79,"Si ce détestable virus a eu quelques effets bénéfiques, ce fut en prison.",83.41,2,8.16,6346.118461538461,1374.43,32236.5,1.61,116.75,5689.68,3916.0653846153846,933.99,15085.47,3.24,72.43,6426.49,1930.8638461538467,337.35,6350.91,0.18,23.98,5219.1,4.538461538461538,3.0,10.0,1.0,2.0,6.0,1.5384615384615385,1.0,3.0,1.0,1.0,2.0
80,"Moi, c'est que par rapport à mon nom de famille",108.53,0,2.12,5189.373,2714.35,25220.86,8.21,431.3575,4037.9224999999997,7017.161999999999,2092.77,38928.92,4.73,304.5425,3624.3050000000003,5102.9529999999995,2541.95,25220.86,8.21,400.355,3805.6625,3.3,3.0,7.0,1.0,2.25,3.0,1.2,1.0,2.0,1.0,1.0,1.0
81,J'adore cette petite histoire.,70.46,0,13.05,858.325,733.36,1902.27,64.31,286.01750000000004,1305.6675,1056.27,950.745,2320.68,2.91,270.375,1736.6399999999999,654.39,325.49,1902.27,64.31,237.5675,742.3125,5.0,5.5,8.0,1.0,4.0,6.5,1.5,1.5,2.0,1.0,1.0,2.0
82,Nous somment conscients de la difficulté de l'expédition et nous en assumons les risques.,75.03,3,12.81,7317.575714285714,4772.12,25220.86,3.17,29.1375,11861.904999999999,10974.387857142852,3867.84,38928.92,3.92,23.55,19325.372499999998,7311.641428571429,4772.12,25220.86,0.14,10.985,11861.904999999999,4.571428571428571,3.5,10.0,1.0,2.0,7.0,1.4285714285714286,1.0,4.0,1.0,1.0,1.0
83,L'Esprit de l'hiver décide de punir les arbres qui n'ont pas apporter de l'aide à l'oiseau.,87.72,1,7.83,7571.3625,208.83499999999998,25220.86,9.67,78.26,13689.8375,10500.3425,211.385,38928.92,3.92,9.29,15798.9875,7533.81875,78.26,25220.86,9.67,33.9225,13689.8375,2.875,2.0,8.0,1.0,1.0,3.5,1.25,1.0,3.0,1.0,1.0,1.0
84,Elle a posé son sac sur une chaise.,117.92,0,-0.05,4453.745000000001,2130.27,18559.22,40.02,194.04999999999998,5367.36,5012.313749999999,5008.3099999999995,12800.81,118.31,350.3525,7640.61,2900.8225,2130.27,7907.85,28.09,87.645,4978.125,3.375,3.0,6.0,1.0,3.0,4.0,1.125,1.0,2.0,1.0,1.0,1.0
85,"La définition est claire, simple et pourtant, il semble que cette définition ait évolué depuis le 9 décembre 1905, date à laquelle la loi de la séparation des Églises et de l'État a été adoptée.",61.08,3,9.01,8342.211212121212,1902.27,32236.5,4.95,68.94,14946.48,9644.109696969697,2320.68,38928.92,3.92,72.3,18310.95,6045.767575757576,483.95,25220.86,1.25,26.88,12909.08,4.424242424242424,3.0,10.0,1.0,2.0,6.0,1.5757575757575757,1.0,4.0,1.0,1.0,2.0
86,J'ai eu une réunion hier où nous avons pris plusieurs décisions avec notre partenaire brésilien,81.38,3,13.04,3609.2880000000005,1022.94,18559.22,1.92,65.39500000000001,4238.505,2753.690666666667,680.68,12800.81,2.91,44.09,3934.125,1381.8786666666667,291.71,7907.85,0.94,56.74,1284.69,5.2,4.0,10.0,1.0,3.5,8.0,1.7333333333333334,1.0,3.0,1.0,1.0,2.5
87,Ce qui entraîne donc une capacité à apprendre les langues étrangères,85.44,1,12.1,3698.5181818181813,612.51,12190.4,17.29,59.894999999999996,6712.185,5035.496363636363,445.88,19209.05,14.39,113.68,8755.605,3648.391818181818,612.51,12190.4,4.46,10.725,6626.415,5.2727272727272725,4.0,10.0,1.0,3.0,8.0,1.6363636363636365,1.0,4.0,1.0,1.0,2.0
88,"En 2017, 34, 6% de la population vit dans un ménage avec au moins un crédit (leasings, petits crédits ou crédits à la consommation, achats par acomptes, dettes auprès de la famille ou amis ne vivant pas dans le ménage et hypothèques sur le logement secondaire).",49.91,5,9.71,5939.170476190476,1668.4850000000001,25220.86,2.78,28.5225,12164.705,7844.384523809525,2429.86,38928.92,1.15,32.91,13550.68,5589.409761904762,1583.95,25220.86,0.29,17.6,12164.705,4.571428571428571,4.0,12.0,1.0,2.0,6.0,1.5952380952380953,1.0,4.0,1.0,1.0,2.0
89,Cet homme n'hésitera pas à accueillir les hôtes qui se présentent chez lui au risque de perdre la vie.,92.04,1,7.78,5156.435789473684,1123.55,25220.86,9.67,332.895,7118.45,7019.313684210526,1398.85,38928.92,11.08,256.25,8359.189999999999,5094.348421052631,986.59,25220.86,3.81,88.725,7032.679999999999,3.8947368421052633,3.0,10.0,1.0,2.0,5.0,1.1578947368421053,1.0,3.0,1.0,1.0,1.0
90,"Asiles, fermes, bistrots, musées s'entrecroisent, dans un mouvement de balancier entre des descriptions sordides et des périodes plus apaisées, fournies par une journée réussie de mendicité ou les excentricités du poète anarchiste Emil Szittya, rencontré à Stuttgart.",36.97,7,18.29,3938.8658823529413,125.875,25220.86,0.26,11.565,5706.43,6031.845882352942,181.18,38928.92,0.95,17.79,9264.9975,3927.584705882353,58.065,25220.86,0.04,1.3775,5706.43,5.588235294117647,5.5,13.0,1.0,3.0,8.0,1.8529411764705883,1.5,5.0,1.0,1.0,2.75
91,"Le lundi, David reste toute la journée à l'école. Souvent, le soir, il pratique une activité musicale : le piano.",79.6,2,7.51,5236.676666666666,789.63,14946.48,10.15,47.269999999999996,12964.7975,7128.562222222221,678.21,23633.92,3.92,33.19,17691.235,5055.900555555555,381.115,14946.48,4.88,46.5725,12964.7975,4.277777777777778,4.5,8.0,1.0,2.0,6.5,1.5555555555555556,1.0,4.0,1.0,1.0,2.0
92,"Son nom d'emprunt est un jeu de mots qu'il qualifie de nom juif lui servant à mieux attirer des clients : ""It's all good, man!"" devient alors ""Saul Goodman"".",97.11,2,6.55,5310.873913043479,570.67,32236.5,6.18,83.515,4182.225,6488.468695652174,398.38,38928.92,1.55,78.41,7660.54,4706.059565217391,528.17,25220.86,0.63,34.55,4182.225,3.8260869565217392,3.0,8.0,1.0,2.5,5.0,1.3478260869565217,1.0,3.0,1.0,1.0,1.5
93,"On peut voir se succéder la naissance de l'univers, l'évolution de l'espèce humaine puis des innovations technologiques qui conduisent jusqu'à l'appartement des jeunes surdoués, où les cinq personnages mangent ensemble.",44.07,7,18.52,3902.1866666666674,254.82999999999998,25220.86,1.0,78.26,5522.4825,5546.128999999998,250.61,38928.92,0.07,11.385,6150.422500000001,3609.0880000000006,120.11000000000001,25220.86,0.35,18.419999999999998,4712.1775,4.933333333333334,4.0,14.0,1.0,2.0,7.75,1.5,1.0,4.0,1.0,1.0,2.0
94,Parfois l'activité peut se faire à domicile.,60.06,2,9.87,4226.418571428571,2813.77,12190.4,11.69,115.56,7168.975,4870.318571428571,2659.8,19209.05,3.92,151.35,5958.38,2741.7842857142855,1209.64,12190.4,11.6,115.56,2774.865,4.0,4.0,8.0,1.0,1.5,6.0,1.4285714285714286,1.0,3.0,1.0,1.0,1.5
95,C'était sa façon de le récompenser pour sa gentillesse envers le petit oiseau.,68.69,1,10.37,4894.90076923077,1106.8,25220.86,7.56,35.46,7078.55,7015.749230769231,1541.96,38928.92,4.73,27.91,6198.24,4849.2715384615385,573.72,25220.86,2.29,35.46,7078.55,4.538461538461538,4.0,11.0,1.0,2.0,6.0,1.6923076923076923,1.0,4.0,1.0,1.0,2.0
96,La fée est réapparue une deuxième fois dans la forêt.,93.81,1,6.18,7569.419,2778.92,32236.5,4.81,37.1975,13186.8225,8157.329999999999,4718.04,23633.92,11.35,72.615,13711.095,6285.809,2778.92,19417.69,0.11,33.120000000000005,13186.8225,4.3,3.5,9.0,2.0,3.0,4.75,1.5,1.0,4.0,1.0,1.0,1.75
97,"Oui, mais ce n'est pas trop long ?",126.3,0,-0.06,4669.2357142857145,3207.35,18188.15,9.67,440.66499999999996,5199.075000000001,2546.7771428571427,790.0,8795.14,11.08,404.46000000000004,3711.15,4669.191428571428,3207.35,18188.15,9.67,440.51,5199.075000000001,3.0,3.0,4.0,1.0,2.5,4.0,1.0,1.0,1.0,1.0,1.0,1.0
98,"Ils viennent dans une salle de spectacle, avec des rideaux qui s'ouvrent, avec des couleurs, avec une mise en scène, avec des bulles, avec des flammes, avec de la fumée.",95.59,0,8.83,5027.987,3704.89,25220.86,8.11,110.19749999999999,6055.71,7279.585999999998,4000.41,38928.92,14.53,202.9925,9587.97,4896.861666666668,3704.89,25220.86,5.12,57.475,6055.71,4.166666666666667,4.0,9.0,1.0,3.0,5.0,1.3333333333333333,1.0,2.0,1.0,1.0,2.0
99,"Toutes ces raisons font que le bilinguisme breton-français me paraît particulièrement défendable ici, sans compter les avantages que j'ai mentionnés pour un enfant qui commence très tôt son immersion dans une grande et belle langue celtique",52.7,6,15.85,2947.487027027027,735.59,13652.76,0.0,64.31,4658.59,3608.0021621621618,725.68,20879.73,0.07,126.28,4696.15,2536.7889189189186,284.08,13652.76,0.0,43.67,3330.88,5.405405405405405,4.0,16.0,1.0,3.0,7.0,1.6486486486486487,1.0,6.0,1.0,1.0,2.0
100,Cette option ferait partie des pistes du rapport sur l'avenir des retraites qui doit être officiellement remis la semaine prochaine et sur lequel va s'appuyer le gouvernement pour sa réforme prévue d'ici la fin de l'année,52.7,3,12.66,4189.477222222222,783.5699999999999,25220.86,3.1,74.7425,6311.42,5609.134444444444,816.355,38928.92,2.09,54.7775,6596.905,3469.0049999999997,196.675,25220.86,1.16,58.415,4632.2699999999995,4.472222222222222,3.5,14.0,1.0,2.0,6.0,1.5,1.0,5.0,1.0,1.0,2.0
101,"Pour y remédier, à leur échelle, des militants ont commencé à organiser leurs propres filières d'importation dès la fin des années 1960.",66.91,5,12.01,3968.951428571429,283.82,18559.22,0.78,54.68,6055.71,5161.717619047618,421.89,23633.92,2.97,47.16,10624.93,3105.6190476190473,207.34,14946.48,0.05,42.63,6055.71,4.571428571428571,4.0,9.0,1.0,3.0,7.0,1.5714285714285714,1.0,4.0,1.0,1.0,2.0
102,Je m'inquiète beaucoup pour notre relation.,75.79,1,13.97,5809.258333333334,824.47,25983.2,69.91,212.71249999999998,5564.6475,3045.0333333333333,571.05,10862.77,14.73,154.625,4818.85,5804.1050000000005,824.47,25983.2,44.03,208.9325,5564.6475,4.666666666666667,4.5,8.0,1.0,2.5,7.25,1.5,1.0,3.0,1.0,1.0,1.75
103,Il décide d'aller voir de plus près . Vous avez choisi votre plus beau fauteuil ?,104.22,0,6.16,6142.0935714285715,2978.27,25220.86,19.27,179.79999999999998,10947.055,6091.878571428571,1510.9150000000002,38928.92,2.97,231.995,5014.53,4653.756428571429,1261.735,25220.86,17.16,77.175,4062.45,4.142857142857143,4.0,8.0,1.0,4.0,4.75,1.2857142857142858,1.0,2.0,1.0,1.0,1.75
104,On définit une contrainte comme étant est une chose imposée par l'extérieur contre la volonté d'un individu,71.99,5,12.82,5062.054705882352,1753.02,32236.5,2.94,47.08,7907.85,4603.099411764705,1057.64,23633.92,2.97,31.42,6501.82,3806.035294117647,313.71,19417.69,0.53,30.94,7907.85,4.588235294117647,5.0,10.0,1.0,3.0,7.0,1.6470588235294117,1.0,4.0,1.0,1.0,2.0
105,Le tas de rats tentés tâta le tas de riz tantant.,100.16,0,1.55,7802.559000000001,72.515,25220.86,3.95,50.52,13652.76,11485.115,105.37,38928.92,17.7,49.175,18310.95,7791.798000000001,65.28,25220.86,0.0,19.215,13652.76,3.1,3.0,6.0,2.0,2.0,3.75,1.2,1.0,2.0,1.0,1.0,1.0
106,D'autres sont plus critiques.,107.26,0,11.6,9091.89,2058.565,32236.5,13.93,44.4925,11105.9625,5030.8775,2517.535,15085.47,2.97,16.1475,7532.264999999999,1393.35,751.855,4062.45,7.24,42.82,2102.385,4.5,4.0,9.0,1.0,3.25,5.25,1.25,1.0,2.0,1.0,1.0,1.25
107,"Parfois, elle fait une bonne tarte aux fruits et elle invite des amis pour le goûter",102.44,0,7.07,4310.063125000001,3037.4849999999997,13652.76,13.04,143.85250000000002,7285.875,5528.065625,3618.2799999999997,20879.73,10.34,236.09500000000003,7640.61,3830.9925,1793.82,13652.76,10.41,121.89750000000001,6311.42,4.25,4.0,7.0,2.0,3.0,5.25,1.25,1.0,2.0,1.0,1.0,1.25
108,"Vous savez, je ne l'utilise que pour les cas d'urgence !",93.81,1,5.6,8669.079999999998,5797.63,25983.2,54.68,1235.6674999999998,12372.37,5461.614,3411.555,14662.3,2.97,663.915,9696.6375,7288.120999999999,5204.715,25983.2,54.68,312.4275,12197.8675,2.8,3.0,5.0,1.0,2.0,3.75,1.1,1.0,2.0,1.0,1.0,1.0
109,On rencontra une seconde tempête ; elles sont terribles et imprévues sur ce beau lac : des rafales de vent sortent à l'improviste des deux gorges de montagnes placées dans des directions opposées et luttent sur les eaux.,67.42,5,12.14,5087.824166666667,778.06,32236.5,1.59,59.7425,6518.745,6716.609999999999,623.82,38928.92,3.92,87.7875,10624.93,4173.843055555555,350.87,25220.86,0.28,14.13,6055.71,4.694444444444445,4.0,10.0,1.0,3.0,7.0,1.3888888888888888,1.0,3.0,1.0,1.0,2.0
110,La prise en compte de ces exigences nécessitera de construire de nouvelles infrastructures.,68.69,2,16.63,7684.911538461538,1222.51,25220.86,0.93,67.59,14946.48,11749.413076923074,1466.42,38928.92,0.27,52.64,23633.92,7523.9815384615395,138.88,25220.86,0.07,26.94,14946.48,6.0,5.0,15.0,2.0,2.0,9.0,1.8461538461538463,1.0,5.0,1.0,1.0,2.0
111,La plage est pleine de Marseillais et de touristes,109.55,0,8.03,12311.811111111112,12909.08,32236.5,1.22,48.19,25220.86,15326.644444444442,15085.47,38928.92,1.35,86.89,23633.92,10872.624444444444,12909.08,25220.86,1.22,44.99,19417.69,4.666666666666667,3.0,11.0,2.0,2.0,6.0,1.3333333333333333,1.0,3.0,1.0,1.0,1.0
112,"Une cicatrice profonde partageait sa figure en deux, depuis les cheveux jusqu'au cou ; et l'affreuse mutilation lui donnait un aspect terrible.",53.21,3,15.03,2576.68,121.27,12909.08,2.02,42.41,2308.74,3770.5547619047616,270.68,20879.73,0.07,78.99,4225.14,2513.335714285714,78.26,12909.08,1.13,11.71,2308.74,5.095238095238095,5.0,10.0,1.0,3.0,7.0,1.6666666666666667,1.0,4.0,1.0,1.0,2.0
113,Ces avantages en font une solution technique séduisante ; il trouve une large gamme d'applications dans tous les domaines des transports.,68.94,3,15.78,3435.4399999999996,1279.0,13222.93,3.22,21.2625,6518.745,4431.4455,1260.0,15832.09,2.97,29.659999999999997,8946.42,2846.557,239.03,13222.93,2.37,7.9875,5781.1875,5.1,4.0,10.0,1.0,3.0,8.0,1.45,1.0,3.0,1.0,1.0,2.0
114,"L'apprentissage du code, et plus largement d'une culture générale du numérique, à l'école est une mesure réclamée depuis longtemps par l'Académie des sciences, soutenue par des acteurs qui comptent dans le secteur numérique.",48.39,8,15.68,3611.6181818181817,227.78,32236.5,3.34,35.56,4658.59,4496.10787878788,203.72,20879.73,0.41,26.76,7923.24,3205.435151515152,78.26,19417.69,0.6,17.92,4658.59,4.696969696969697,4.0,9.0,1.0,2.0,8.0,1.5454545454545454,1.0,3.0,1.0,1.0,2.0
115,Le ciel est également scruté mais pour des raisons ici scientifiques.,85.44,2,12.1,6115.963636363637,2411.21,32236.5,2.3,87.255,6567.13,5079.451818181819,483.58,18310.95,6.55,188.105,8411.585,4910.625454545454,2411.21,19417.69,0.38,37.93,6567.13,5.2727272727272725,4.0,13.0,2.0,3.0,6.5,1.7272727272727273,1.0,4.0,1.0,1.0,2.0
116,Cette question a notamment été posée en France de façon emblématique lors de la privatisation de THOMSON Multimédia au milieu des années 1990,51.18,4,13.0,8003.753500000001,1157.045,32236.5,0.08,61.65,15849.665,9852.264,1364.865,38928.92,0.0,209.6275,13371.974999999999,5809.477500000001,667.425,25220.86,0.08,27.509999999999998,6129.51,5.1,4.5,13.0,1.0,2.0,6.5,1.9,1.5,5.0,1.0,1.0,2.0
117,"Bon, peut-être qu'il y en pas encore beaucoup mais de plus en plus.",105.49,0,4.57,6386.930714285715,4762.8,25220.86,22.07,2181.4425,5689.68,6768.717142857144,4739.125,38928.92,1.55,1849.2375,8174.8825,5502.492857142858,4062.45,25220.86,22.07,921.4525,5562.0225,3.5,3.5,8.0,1.0,2.0,4.0,1.1428571428571428,1.0,2.0,1.0,1.0,1.0
118,"Cher Lucas, Je t'écris de chez mes grands-parents à l'Aigle en Normandie où je passe de super vacances depuis maintenant une semaine.",74.27,3,10.91,6522.936190476191,1028.86,25983.2,30.96,205.75,7907.85,6900.486190476193,1023.11,38928.92,3.92,146.35,9587.97,6409.914285714286,842.18,25983.2,30.95,154.83,7907.85,3.9523809523809526,3.0,10.0,1.0,2.0,6.0,1.3333333333333333,1.0,3.0,1.0,1.0,2.0
